Gaming_Platform,YoR,Sales_NA,Sales_EU,Sales_JP,Other_Sales,Genre
XB,2002,0.1,0.03,0,0,Action
PSV,2012,0.1,0.01,0.1,0.04,Action
PC,2011,0.08,0.13,0,0.03,Adventure
PS3,2013,0.02,0.02,0.11,0.01,Action
X360,2005,0.49,0.03,0.03,0.05,Racing
PS4,2015,0.47,1.03,0.07,0.28,Action
Wii,2008,0.43,0.09,0.04,0.05,Action
X360,2006,0.04,0,0.03,0,Action
GBA,2002,0.07,0.03,0,0,Racing
DS,2010,0.25,0.17,0,0.04,Adventure
XB,2005,0.32,0.19,0,0.01,Racing
PC,2010,0.03,0,0,0,Action
SNES,2012,0.22,0.82,1.05,0.36,Racing
DC,2001,0,0,0.15,0,Adventure
PS2,1998,0.37,0.36,0.57,0.04,Adventure
SNES,2003,0.41,0.78,0.63,0.22,Adventure
PS2,2001,0.02,0.02,0,0.01,Platform
PS2,2005,0.69,0.03,0,0.11,Platform
PS,2001,0.08,0.05,0,0.01,Action
3DS,2016,0,0,0.01,0,Action
PS,2000,0.05,0.03,0,0.01,Racing
XOne,2016,0.02,0,0,0,Action
XOne,2014,0,0,0.01,0,Adventure
DS,2010,0.06,0,0,0,Action
PC,2003,0,0.01,0,0,Action
GBA,2001,0.02,0.01,0,0,Racing
PSV,2016,0,0,0.01,0,Adventure
DS,2007,0.3,0.03,0.25,,Adventure
XB,2005,0.07,0.02,0,0,Racing
GBA,2002,0.01,0,0,0,Action
PS2,2008,0,0,0.02,0,Adventure
GBA,2004,0,0,0.11,0,Adventure
PS2,2006,0.13,0.1,0,0.03,Action
PS3,2007,0.09,0.32,0,0.1,Action
PC,2015,0,0.02,0,0,Action
PSP,2009,0.08,0,0,0.01,Adventure
PS2,2002,0.14,0.11,0,0.04,Racing
PSP,2010,0,0,0.29,0,Adventure
PSP,2011,0,0,0.03,0,Adventure
PSP,2010,0,0,0.09,0,Adventure
XB,2003,0.04,0.01,0,0,Racing
XB,2002,0.03,0.01,0,0,Racing
PS2,2003,,0.03,0,,Platform
PSP,2007,0.35,0.18,0,0.12,Racing
PS2,2002,0.22,0.18,0,0.06,Action
3DS,2013,1.8,1.39,1.11,0.29,Action
PS,1998,0.04,0.03,0,0,Action
X360,2010,0.95,0.46,0,0.14,Action
GBA,2004,1.15,0.77,0.04,0.1,Action
GC,2004,0.17,0.04,0,0.01,Action
PSV,2016,0,0,0.04,0,Action
PS,1998,0.05,0.03,0,0.01,Racing
GBA,,0.04,0.01,0,0,Platform
Wii,2014,0,0.01,0,0,Action
XB,2003,0.08,0.02,0,0,Platform
PSV,2014,0.03,0.04,0.04,0.02,Action
XB,2004,0.07,0.02,0,0,Racing
PS,1996,0,0,0.23,0.02,Racing
PS4,2016,0.01,0,0.01,0,Action
PS4,2015,0.08,0,0.08,0.02,Action
3DS,2014,0.1,0.02,0.08,0.01,Action
PS4,2015,0.09,0.13,0,0.04,Platform
X360,2009,0.1,0.08,0,0.02,Adventure
DS,2009,0.66,0.01,0,0.05,Adventure
GBA,2005,0.33,0.12,0,0.01,Platform
PS3,2014,0,0,0.01,0,Platform
PSP,2011,0,0,0.04,0,Adventure
X360,2010,0.92,0.39,0,0.12,Racing
GC,2003,0.03,0.01,0,0,Action
SAT,1995,0,0,0.14,0,Racing
PSV,2012,0.1,0.05,0.04,0.03,Action
PSP,2009,0,0,0.04,0,Adventure
SNES,1995,0,0,0.05,0,Adventure
PC,2012,0.03,0.17,0,0.04,Action
DS,2008,0.43,0.01,0,0.03,Action
Wii,2008,0.49,0.02,0,0.04,Platform
DS,2007,0.02,0,0,0,Action
PS3,2008,0.13,0.02,0,0.02,Action
PSV,2007,0.8,0.53,0.98,0.51,Racing
DS,2010,0,0,0.04,0,Adventure
PS2,2006,0.99,0.04,0,0.16,Action
WiiU,2014,0.04,0.01,0,0.01,Action
3DS,2011,0.05,0.04,0,0.01,Racing
DS,2008,0.19,0,0,0.01,Racing
3DS,2016,0.01,0,0,0,Action
Wii,2012,0,0.01,0,0,Action
DS,2010,0,0,0.05,0,Adventure
X360,2011,0.07,0.04,0,0.01,Action
GBA,2002,0.09,0.03,0,0,Action
Wii,2008,0,0.01,0,0,Platform
PSP,2006,0.37,0.03,0,0.04,Racing
Wii,2010,0.85,0.27,0.13,0.1,Action
PS2,2001,0.12,0.09,0,0.03,Racing
3DS,2011,0.26,0.15,0.05,0.04,Action
X360,2013,0.1,0.06,0,0.02,Action
PS2,2008,0,0,0.02,0,Action
PS2,1989,0.11,0.82,0.95,0.04,Racing
GBA,2002,0.25,0.09,0,0.01,Platform
NES,1988,1.47,0.38,0.19,0.1,Racing
PS3,2014,0,0,0.12,0,Action
PS,2000,0.16,0.11,0,0.02,Platform
GBA,2004,0.43,0.16,,0.01,Racing
PS2,2005,0.34,0.01,0,0.06,Platform
GBA,,2.15,0.18,0,0.07,Adventure
PSP,2012,0,0,0.02,0,Action
GC,2001,2.38,0.67,0.46,0.1,Action
PS2,2010,0,0,0.02,0,Adventure
XB,2004,0.02,0.01,0,0,Action
Wii,2010,0.04,0,0,0,Racing
PS2,1996,0.03,0.36,0.39,0.41,Adventure
GBA,2004,0.6,0.22,0,0.01,Adventure
PS3,2010,0.19,0.36,0.01,0.12,Action
PS4,2014,0.11,0.03,0.02,0.03,Action
GBA,2002,0.03,0.01,0,0,Racing
PS4,2016,0.02,0,0,0,Action
TG16,2009,0.71,0.12,0.66,0.94,Platform
Wii,2010,0.02,0,0,0,Action
Wii,2007,0.23,0,0,0.02,Action
PS3,2012,0.48,0.62,0.06,0.26,Action
PS,2002,0.16,0.11,0,0.02,Action
PS2,2005,0.27,0.21,0,0.07,Action
XB,2002,0.68,0.11,0,0.03,Racing
DS,2008,0.05,0,0,0,Platform
PS2,2003,1.78,1.12,0.09,0.19,Action
X360,2011,0.07,0.05,0.03,0.01,Action
GC,2003,0.38,0.1,0.12,0.02,Action
PS3,2015,0,0.03,0.01,0.01,Racing
X360,2013,0.64,0.26,0,0.08,Action
PS4,2016,0,0,0.1,0,Action
XB,2004,0.02,0.01,0,0,Racing
X360,2012,0.03,0.02,0,0,Action
PS2,2004,0.06,0.05,0,0.02,Racing
2600,1974,0.49,0.08,0.5,0.23,Action
PS,1998,0.03,0.02,0,0,Action
DS,2006,0.04,0.02,0,0.01,Action
PSP,2006,0.03,0,0,0,Racing
PS2,2006,0.01,0.01,0,0,Action
PS,1996,0.16,0.11,0.83,0.08,Racing
GBA,2003,0.03,0.01,0,0,Action
GBA,2003,0.24,0.09,0,0.01,Platform
PS4,2014,0.35,1.08,0.03,0.26,Racing
XB,2003,0.57,0.33,0,0.04,Action
PS2,1990,0.81,0.86,0.05,0.71,Action
PSV,2012,0.13,0.17,0,0.05,Racing
XB,2005,0.05,0.01,0,0,Action
PS2,2002,0.16,0.13,0,0.04,Action
GBA,2002,0.08,0.03,0,0,Platform
PS2,2006,0.05,0.04,0,0.01,Action
PS3,2007,0.32,0.03,0.01,0.04,Action
PS3,2013,0,0,0.02,0,Adventure
PSP,2010,0,0,0.02,0,Adventure
XOne,2013,0.46,0.17,0,0.07,Racing
PS4,2012,0,0.13,0.03,0.01,Racing
NES,1990,0.68,0.1,0.39,0,Platform
X360,2007,3.28,1.64,0.07,0.56,Adventure
SAT,2004,0.99,0.2,0.75,0.31,Racing
WiiU,2012,0.16,0.18,0,0.03,Action
XOne,2015,0,0.02,0,0,Adventure
PS,2001,0.44,0.3,0,0.05,Racing
PS3,2007,0.07,0.42,0,0.14,Racing
XOne,2015,0.04,0.05,0,0.01,Racing
DS,2008,0.04,0,0.17,0,Adventure
PS2,2007,0,0,0.02,0,Adventure
DS,2008,0,0,0.15,0,Platform
PSV,2016,0,0,0.02,0,Action
XB,2002,1.07,0.28,0,0.05,Action
PS2,2002,0.06,0.05,0,0.02,Adventure
PSP,2009,0,0,0.01,0,Adventure
PSP,2012,0,0,0.01,0,Action
GBA,2004,0.01,0,0,0,Racing
GBA,2005,0.05,0.02,0,0,Adventure
XOne,2014,0.05,0.02,0,0.01,Adventure
Wii,2010,0.15,0.06,0,0.02,Adventure
PS3,2011,0.33,0.49,0.01,0.17,Platform
PSP,2009,0.21,0.12,0,0.07,Action
PS2,1994,0.66,0.19,0.28,0.8,Adventure
Wii,2009,0.08,0,0,0.01,Racing
XB,2006,0.33,0.1,0,0.02,Action
XB,2004,0.82,0.26,0,0.04,Action
PS2,2007,0.12,0.09,0,0.03,Racing
PSP,2007,0.03,0,0,0,Racing
PSP,2013,0,0,0.01,0,Adventure
PS,1997,0.18,0.12,0,0.02,Adventure
PS2,2001,2.07,2.29,0.24,0.82,Platform
PS3,2009,0,0,0.03,0,Action
GBA,2003,0.28,0.1,0,0.01,Action
X360,2006,0.67,0.04,0.01,0.06,Action
DC,1999,0.52,0.24,0.38,0.04,Adventure
PS2,2003,0.16,0.13,0,0.04,Adventure
3DS,2011,0.05,0.02,0,0.01,Action
Wii,,0.36,0.29,0,0.07,Action
DS,2008,0.02,0,0,0,Platform
Wii,2010,0.2,0.05,0,0.02,Action
PS3,2009,0.13,0.06,0,0.03,Action
GC,2003,0.53,0.14,0,0.02,Action
GC,2002,0.11,0.03,0,0,Racing
DS,2009,0.09,0,0,0.01,Adventure
N64,2000,0.05,0.01,0,0,Racing
PS,2000,0.07,0.04,0,0.01,Racing
PS2,2003,0.19,0.15,0,0.05,Platform
PS3,2012,0.82,0,0,0.07,Action
XB,2004,0.08,0.02,0,0,Action
PS2,2003,0.44,0.34,0.25,0.11,Action
PS2,2005,0.18,0.14,0,0.05,Action
DS,2009,0,0,0.07,0,Action
PS2,2006,0,0,0.03,0,Adventure
X360,2013,1.01,0.5,0.01,0.13,Action
GBA,2002,0.18,0.07,0,0,Platform
PS2,2006,0,0,0.07,0,Adventure
3DS,2014,0.1,0.12,0,0.02,Action
N64,1999,0.23,0.06,0,0,Racing
PS3,2011,0.34,0.96,0.55,0.33,Action
PS3,2012,0.5,0.27,0.04,0.15,Action
GC,2003,0.34,0.09,0,0.01,Platform
3DS,2012,0,0,0.02,0,Action
PS2,2002,0.23,0.18,0,0.06,Racing
PSP,2006,0.3,0.43,0,0.22,Adventure
WiiU,2015,0.62,0.47,0.11,0.1,Platform
PC,2015,0,0.01,0,0,Action
DS,2011,0.06,0,0,0,Platform
NES,1987,0.45,0.08,0.27,0.01,Platform
X360,2008,2.04,1.02,0,0.32,Action
PSP,2006,0.73,0.42,0,0.27,Racing
PC,2011,0,0.1,0,0.02,Adventure
PSV,2016,0,0,0.09,0,Action
PS2,2005,0.05,0.04,0,0.01,Platform
PS2,2004,0.02,0.02,0,0.01,Adventure
PS3,2010,0.08,0.02,0,0.01,Action
PS2,2006,0.02,0.02,0,0.01,Racing
PSP,2009,0,0,0.04,0,Adventure
PC,2012,0,0.02,0,0,Racing
PS2,2008,0,0,0.01,0,Adventure
PS2,2002,0.07,0.05,0,0.02,Adventure
PS,1999,0.59,0.4,0,0.07,Racing
PSP,2012,0,0,0.11,0,Action
XB,2005,0.16,0.04,0,0.01,Action
PSV,2015,0,0,0.02,0,Action
DS,2006,0.03,0,0.01,0,Action
WiiU,2010,0.5,0.13,0.98,0.93,Racing
PS3,2011,0,0.12,0,0.04,Racing
SNES,1990,1.37,0.51,0.89,0.07,Racing
PS2,2003,0.14,0.11,0,0.04,Racing
Wii,2009,0.01,0.05,0,0.01,Racing
PSP,2010,0,0,0.07,0,Action
PS2,2000,0.24,0.19,0.75,0.06,Action
XB,2006,0.1,0.03,0,0,Racing
PS2,2006,0.02,0.01,0.01,0,Racing
3DS,2014,0,0,0.07,0,Action
SAT,1998,0,0,0.08,0,Adventure
GBA,2003,0.63,0.66,0,0.07,Platform
PSP,2011,0,0,0.02,0,Adventure
GC,2004,0.73,0.26,0.01,0.03,Platform
PS2,2004,0.35,0.27,0,0.09,Action
X360,2010,0.32,0.23,0,0.06,Racing
Wii,2009,0.45,0.3,0,0.08,Racing
XB,2004,0.01,0,0,0,Platform
PSV,2016,0,0,0.03,0,Action
Wii,2004,0.25,0.21,0.21,0.07,Platform
DS,2009,0.17,0,0,0.01,Action
PS2,2000,0,0,0.07,0,Action
PS3,2014,0.46,0.56,0.06,0.2,Action
PS3,2013,0,0,0.03,0,Action
PC,2009,0,0.08,0,0.01,Racing
PS,1998,0.2,0.13,0,0.02,Action
DS,2011,0.34,0.46,0,0.1,Action
X360,2010,0,0,0.02,0,Action
PS2,2002,0.9,1.22,0.04,0.44,Action
DS,2008,0.06,0,0,0,Adventure
PS3,2007,0,0,0.03,0,Racing
PS4,2016,0.02,0,0,0,Action
X360,2013,0.26,0.13,0,0.04,Action
PS2,2007,0.14,0.11,0,0.04,Action
PS2,2004,0.14,0.11,0,0.04,Platform
X360,2007,0.06,0.01,0,0.01,Action
PS2,2001,0.62,0.49,0,0.16,Action
3DS,2011,0.02,0,0,0,Action
PSV,2015,0,0,0.03,0,Action
PS2,1995,0.04,0.79,0.34,0.43,Platform
PC,2011,0.06,0.01,0,0.01,Action
3DS,2015,0,0,0.04,0,Action
PS2,2006,0,0,0.01,0,Adventure
PS4,2015,0.17,0.13,0.37,0.06,Action
PSV,2015,0,0,0.01,0,Adventure
PSP,2010,0,0,0.03,0,Adventure
GG,1992,0,0,0.04,0,Platform
DS,2007,0.24,0,0.31,0.02,Action
DS,2006,0.1,0,0,0.01,Action
PS2,2005,0.34,0.01,0,0.06,Action
PSV,2006,0.2,0.05,0.42,0.53,Action
Wii,2007,0.13,0,0,0.01,Action
PSP,2007,0.1,0.17,0,0.1,Action
PSP,2012,0,0,0.04,0,Action
PS2,2003,0.74,1.01,0,0.2,Racing
Wii,2008,0.07,0,0,0.01,Racing
PS,2002,0.12,0.08,0,0.01,Platform
DS,2008,0,0,0.04,0,Adventure
SNES,2008,0.61,0.57,1.54,0.8,Platform
PS2,2008,0.04,0.03,0,0.01,Adventure
XB,2006,0.35,0.1,0,0.02,Racing
PS2,2008,0.06,0.05,0,0.02,Racing
PS3,2009,0.07,0.03,0,0.01,Action
PSP,2007,0,0,0.02,0,Adventure
GC,,0.01,0,0,0,Action
DS,2008,0.05,0,0,0,Adventure
DS,2008,0.22,0,0,0.02,Action
PS,2001,0.1,0.07,0,0.01,Platform
PS2,2006,0.5,0.02,0,0.08,Action
PS3,2012,0.36,0.28,0,0.1,Action
DS,2010,0.02,0,0,0,Platform
Wii,2010,0.48,0.02,0,0.03,Racing
PS3,2008,1.05,0.66,0,0.29,Action
X360,2008,0.07,0.03,0.08,0.01,Action
PS2,2002,0,0,0.03,0,Adventure
DS,2010,0.05,0,0,0,Adventure
DS,2010,0.05,0.01,0.08,0.01,Action
PS3,2013,0.11,0.08,0.02,0.04,Platform
Wii,2009,0.2,0,0,0.01,Racing
PS3,2009,0.21,0.2,0.62,0.08,Action
PSP,2009,0,0,0.02,0,Adventure
XB,2001,0.09,0.03,0,0,Racing
PS,2000,0.51,0.35,0,0.06,Action
DS,2006,0.39,0,0,0.03,Action
GC,2005,0.12,0.03,0,0,Action
WiiU,2013,0.19,0.09,0,0.03,Action
N64,2000,0.13,0.03,0,0,Racing
PS4,2016,0,0,0.02,0,Action
GBA,2003,0.04,0.02,0,0,Platform
PC,2011,0.25,0.56,0,0.14,Action
DS,2008,0,0.01,0,0,Adventure
TG16,2002,0.38,0.08,0.02,0.1,Platform
PS,1997,1.41,0.42,0.03,0.07,Racing
PS2,2005,0.36,0.01,0,0.06,Action
GBA,2005,0.1,0.04,0,0,Platform
XB,2004,0.11,0.03,0,0.01,Platform
PC,2010,0,0.02,0,0,Adventure
PS2,2007,0.24,0.19,0,0.06,Platform
GC,2003,0.34,0.09,0.02,0.01,Action
PSP,2005,0.18,0.01,0,0.02,Adventure
WiiU,2006,0.29,0.26,0.55,0.27,Racing
Wii,2006,0.23,0.02,0,0.02,Adventure
DS,2007,0.28,0,0,0.02,Action
PC,2012,0.28,0.53,0,0.12,Action
TG16,2008,0.22,0.85,0.43,0.99,Action
PSP,2006,0.25,0,0,0.02,Adventure
PS4,2015,0,0.08,0,0.01,Action
PSV,2012,0.53,0.48,0.06,0.24,Action
PSV,2016,0,0,0.03,0,Adventure
PS,1996,0.02,0.01,0,0,Action
PS3,2011,0.11,0.08,0.1,0.03,Action
Wii,2011,0.06,0.09,0,0.02,Racing
PS2,2002,0.04,0.03,0,0.01,Action
WiiU,2012,0.07,0.07,0,0.01,Action
PS2,2009,0,0,0.01,0,Adventure
PS,1999,0.27,0.18,0,0.03,Action
DS,2007,0.04,0,0.03,0,Action
PS4,2016,0.01,0.01,0,0,Adventure
DS,2004,0.02,13,0.01,0,Action
DS,2010,0.08,0.03,0,0.01,Adventure
PS3,2010,0.12,0.03,0,0.02,Action
PS2,2007,0.02,0.01,0,0,Racing
PSP,2012,0,0,0.04,0,Action
DS,2008,0.28,0.04,0,0.03,Racing
PS2,2002,1.44,1.01,0.57,0.3,Platform
Wii,,1.8,0.97,0,0.29,Action
PSV,2016,0,0.03,0.01,0.01,Adventure
DS,2007,0.1,0,0,0.01,Action
DS,2007,1.05,0.36,0,0.15,Action
X360,2010,0.25,0.27,0,0.06,Racing
DS,2008,0,0,0.03,0,Adventure
GC,2005,0.43,0.11,0,0.02,Racing
PS2,2000,0.24,0.19,0.34,0.06,Action
PS,1995,0,0,0.02,0,Platform
XB,2002,0.04,0.01,0,0,Platform
X360,2012,0,0,0.01,0,Action
PSP,2010,0,0,0.02,0,Adventure
Wii,2008,0.19,0.31,0,0.06,Adventure
XOne,2016,0.05,0,0,0.01,Action
TG16,2009,0.44,0.17,0.69,0.71,Platform
PS3,2011,0.04,0.04,0.16,0.02,Action
3DS,2015,0,0,0.09,0,Action
PS4,2009,0.12,0.09,0.11,0.05,Action
3DS,2016,0,0,0.05,0,Adventure
Wii,2009,0.22,,0,0.06,Action
PS2,2000,0,0,0.09,0,Action
X360,2012,0.55,0.13,0,0.05,Adventure
PS2,2004,0.01,0.01,0,0,Action
GEN,1993,0,0,0.05,0,Platform
PS2,2007,0,0,0.02,0,Action
PS2,2004,0.07,0.05,0,0.02,Adventure
PSP,2010,0,0,0.01,0,Adventure
PSV,2013,0.1,0,0.01,0.03,Adventure
DS,2010,0.1,0,0,0.01,Racing
PS2,2005,0.05,0.04,0,0.01,Action
TG16,2009,0.99,0.98,0.61,0.63,Platform
PC,2013,0,0.01,0,0,Action
GBA,2005,0.22,0.08,0,0.01,Platform
Wii,2010,0.21,0.46,0,0.08,Adventure
DS,2009,0.12,0.18,0,0.04,Action
PC,2008,0,0.03,0,0.01,Adventure
XB,2004,0.06,0.02,0,0,Action
GBA,2003,1.2,0.48,0.29,0.07,Platform
GBA,2001,0.11,0.04,0,0,Racing
Wii,2009,0.11,0,0,0.01,Platform
X360,2010,0.09,0,0,0.01,Action
TG16,2003,0.95,0.98,0.74,0.67,Adventure
Wii,,0,0.01,0,0,Racing
Wii,,0.06,0.01,0,0.01,Action
GC,2005,0.07,0.02,0,0,Adventure
GBA,2001,0.06,0.02,0,0,Platform
DS,2010,0.1,0.03,0,0.01,Action
X360,,0.52,0.24,0,0.08,Action
PS4,2016,0.01,0.02,0,0.01,Action
DS,2007,0.01,0,0,0,Racing
XB,2004,0.15,0.04,0,0.01,Action
GC,2004,0.07,0.02,0,0,Racing
Wii,2008,0,0,0.13,0,Adventure
PS3,2014,0,0,0.26,0,Action
PS2,2001,0.06,0.05,0,0.02,Platform
PS2,2004,0.03,0.03,0,0.01,Action
3DS,2011,0.08,0.03,0,0.01,Action
DS,2002,0.18,0.05,0.21,0.22,Racing
XOne,2016,0.01,0,0,0,Action
3DS,2012,0.41,0.17,0.3,0.05,Action
DS,2008,0.02,0,0,0,Racing
GC,2002,0.15,0.04,0.06,0.01,Adventure
PS3,2009,0.13,0.17,0,0.06,Action
PS,1999,0.26,0.17,0,0.03,Racing
Wii,2009,0.1,0,0,0.01,Action
Wii,2011,0.17,0.13,0,0.03,Adventure
PS4,2016,0.63,0.76,0.03,0.27,Action
DS,2007,0.03,0,0,0,Adventure
PS3,2014,0,0,0.14,0,Action
3DS,2012,0,0,0.62,0,Adventure
Wii,2009,0.11,0.14,0,0.03,Action
PS2,2006,0,0,0.07,0,Adventure
GBA,2001,0.13,0.05,0,0,Adventure
GBA,2003,0.07,0.03,0,0,Racing
PS3,2007,0.14,0.01,0,0.01,Action
PSV,2012,0.1,0.05,0,0.04,Action
DS,2011,0.08,0.01,0,0.01,Action
N64,1999,0.33,0.07,0,0,Action
X360,2007,0.18,0,0.01,0.01,Action
PS3,2006,0.49,0.5,0.03,0.2,Racing
PS2,2009,0.12,0.01,0,0.14,Action
DS,2008,0.06,0,0,0,Action
PC,2011,0,0.02,0,0.01,Platform
WiiU,2013,0.23,,0.01,0.03,Platform
PSP,2007,0.24,0.54,0,0.3,Action
PS3,2015,0,0,0.05,0,Action
PS2,2006,0.07,0.05,0,0.02,Action
GEN,1994,1.24,0.43,0.03,0.12,Platform
PSP,2010,0.09,0.04,0,0.03,Action
PSP,2009,0,0,0.04,0,Adventure
PSP,2010,0,0,0.06,0,Action
PS3,2015,0.35,0.36,0,0.14,Action
PS3,2008,2.63,1.71,0.83,0.82,Action
PS4,2015,0.24,0.37,0,0.12,Action
X360,2010,0.1,0.06,0,0.02,Platform
PS2,2007,0,0,0.03,0,Adventure
DS,2005,0.25,0.03,0,0.02,Action
Wii,2009,0.08,0.12,0,0.02,Action
PS2,2005,0.57,0.02,0,0.09,Action
XB,2002,0.35,0.05,0,0.02,Racing
PS2,2011,0,0,0.02,0,Adventure
PS4,2015,0.03,0.02,0,0.01,Action
GC,2005,0.04,0.01,0,0,Action
PC,2015,0.02,0.06,0,0.01,Adventure
DS,,0.04,0,0,0,Racing
DS,2005,0.12,0,0,0.01,Action
3DS,2012,0,0,0.03,0,Adventure
XOne,2014,0.12,0.1,0,0.02,Racing
PSP,2009,0,0,0.07,0,Action
N64,1998,0.27,0.06,0,0,Racing
Wii,2008,0.29,0.28,0.01,0.07,Action
PSV,2015,0,0,0.02,0,Action
3DS,2014,0,0,0.17,0,Action
PSP,2010,0,0,0.04,0,Adventure
GC,2002,0.86,0.27,0.01,0.04,Action
DS,2008,0.06,0,0,0,Adventure
PSV,2016,0,0,0.02,0,Action
X360,2009,0.62,0.26,0,0.09,Action
GBA,2003,0.21,0.08,0,0.01,Racing
PS,1995,0,0,0.42,0.03,Action
Wii,2010,0.2,0.02,0,0.02,Action
PS2,2002,0.19,0.15,0,0.05,Racing
PS2,2002,0.06,0.05,0,0.02,Racing
PS2,2001,1.13,1.12,0.06,0.22,Racing
X360,2008,0.27,0.24,0,0.06,Action
GBA,2003,0.02,0.01,0,0,Platform
PS3,2014,0.02,0.01,0,0,Racing
PS,1997,0.16,0.11,0,0.02,Racing
XB,2003,0.03,0.01,0,0,Racing
N64,1992,0.15,0.18,0.11,0.89,Action
3DS,2011,0.08,0.02,0,0.01,Adventure
PS,2001,0.06,0.04,0,0.01,Racing
3DS,2015,0,0,0.11,0,Action
PSV,2016,0,0,0.01,0,Adventure
DS,,0.11,0,0,0.01,Adventure
GBA,2002,0.16,0.06,0.04,0,Platform
X360,2009,2.11,0.93,0.12,0.34,Action
PS2,1995,0.6,0.84,0.76,0.11,Racing
NES,1984,0,0,1.52,0,Racing
PS2,2008,0,0,0.01,0,Adventure
X360,2011,0.63,0.57,0,0.15,Action
PS2,1986,0.5,0.73,0.84,0.33,Action
PSV,2016,0.02,0.07,0,0.03,Action
NES,1990,0.68,0.14,0.35,0.02,Platform
PS2,2009,0,0,0.01,0,Adventure
DS,2010,0.06,0,0,0,Action
3DS,2015,0.31,0.23,0.03,0.05,Action
DS,2002,0.13,0.27,0.17,0,Action
PS2,2006,0,0,0.04,0,Adventure
XOne,2013,1.06,0.35,0.01,0.15,Action
DS,2011,0.04,0.01,0,0,Platform
PS3,2009,0.06,0.03,0,0.01,Adventure
XB,2005,0.08,0.02,0,0,Action
DS,2012,0,0,0.01,0,Adventure
GBA,2004,0.46,0.17,0.24,0.02,Adventure
PC,2016,0,0.01,0,0,Action
PC,2012,0.03,0.1,0,0.02,Action
2600,1972,0.06,0.82,0.46,0.31,Platform
PS,2000,0.22,0.15,0,0.03,Racing
GB,2000,0,0,0.07,0,Platform
PS2,2008,0.49,0,0.01,0.75,Action
PS2,2001,2.07,0.26,0,0.08,Racing
2600,1975,0.95,0.59,0.22,0.9,Action
PSP,2008,0.04,0.03,0.04,0.02,Platform
PS3,2008,0.08,0.36,0,0.12,Action
PS3,2016,0,0,0.01,0,Action
XB,2003,0.13,0.04,0,0.01,Action
PS2,2006,0.03,0.02,0,0.01,Action
XOne,2016,0.03,0.02,0,0,Action
SAT,1996,0,0,0.43,0,Platform
X360,2010,0.74,0.25,0,0.09,Racing
PS3,2014,0,0,0.01,0,Adventure
GBA,2001,0.2,0.08,0,0.01,Action
XB,2004,0.03,0.01,0,0,Platform
PS3,2012,0,0,0.06,0,Action
3DS,,0.08,0,0,0.01,Racing
PSV,2013,0,0.01,0,0,Adventure
PSP,2011,0,0,0.03,0,Adventure
X360,2008,0.09,0.4,0,0.07,Action
Wii,2009,0.08,0,0,0.01,Racing
PS,1996,0.01,0.01,0,0,Adventure
PSV,2013,0,0,0.07,0,Action
XB,2003,0.07,0.02,0,0,Racing
DS,2008,0.05,0,0,0,Adventure
PS3,2011,0.04,0.04,0,0.01,Action
PSP,2005,0.47,0.34,0,0.23,Racing
PSP,2010,0.07,0,0.01,0.01,Adventure
GBA,2002,0.37,0.14,0,0.01,Platform
PS3,2014,0,0,0.09,0,Action
WiiU,2007,0.43,0.13,0.8,0.21,Racing
Wii,2006,0.46,0.01,0.02,0.04,Racing
DS,2006,0.01,0.01,0,0,Action
NES,1984,0.8,0.19,0.83,0.03,Action
Wii,2011,0.08,0.03,0,0.01,Racing
3DS,2014,0.48,0.53,0.28,0.09,Platform
Wii,2008,0.06,0.01,0,0.01,Adventure
NES,1991,1.05,0.17,0.15,0.02,Action
Wii,2007,0.14,0,0,0.01,Adventure
PS,1999,0.52,0.35,0,0.06,Racing
PS3,2011,0.12,0.08,0.02,0.03,Action
GC,2003,0.02,0.01,0,0,Racing
PSP,2012,0,0,0.22,0,Action
DS,2008,0,0,0.04,0,Adventure
PS4,2016,0,0.04,0.01,0.01,Action
WiiU,2013,0.38,0.15,0,0.05,Platform
PS4,2016,0,0,0.28,0,Action
PS2,1993,0.79,0.66,0.3,0.73,Platform
PSP,2009,0,0,0.03,0,Adventure
XB,2002,0.08,0.02,0.03,0,Action
X360,2010,0,0,0.01,0,Adventure
NES,1985,5.82,3.21,1.6,0.52,Platform
PS3,2015,0.27,0.31,0,0.11,Adventure
PS2,1992,0.99,0.6,0.45,0.93,Racing
2600,1975,0.13,0.94,0.57,0.91,Adventure
PS3,2013,0.6,1.26,0.08,0.48,Action
WiiU,2010,0.92,0.69,0.47,0.08,Racing
PC,2016,0.01,0.05,0,0,Platform
X360,2010,0.1,0.07,0,0.02,Racing
DS,2007,0.08,0,0,0.01,Platform
PS,1997,0.1,0.07,0,0.01,Action
PS3,2012,0.72,0.52,0.04,0.25,Action
GC,2002,0.07,0.02,0,0,Platform
PS3,2010,0.11,0.04,0.36,0.02,Action
PS2,2004,0.11,0.08,0,0.03,Racing
PS2,2003,0.22,0.17,0,0.06,Action
PSV,2015,0,0,0.07,0,Adventure
DS,2010,0.04,0.01,0,0,Adventure
PS2,2008,0,0,0.04,0,Adventure
GBA,2004,,0.04,0,0,Action
PS2,2002,0,0,0.36,0,Adventure
PS2,1996,0.6,0.46,0.32,0.7,Racing
PC,2009,0,0.03,0,0,Adventure
Wii,2008,0.14,0.27,0,0.05,Racing
PS,1999,1.58,0.64,0,0.09,Racing
3DS,2014,0.15,0.09,0,0.02,Action
