godine,bracni_status,rasa,tip_posla,zdravstveno_osiguranje,plata,obrazovanje
45.0,u braku,bela,industrijski,da,71631.0,osnovne studije
44.0,udovci,bela,industrijski,da,61892.0,osnovne studije
47.0,u braku,bela,industrijski,da,30670.0,osnovne studije
39.0,sami,bela,informacioni,da,91548.0,master
43.0,sami,azijska,informacioni,da,30895.0,master
43.0,sami,bela,industrijski,ne,52365.0,osnovne studije
42.0,u braku,bela,industrijski,da,73695.0,osnovne studije
32.0,u braku,druga,informacioni,da,21707.0,doktorat
35.0,u braku,bela,industrijski,da,53607.0,osnovne studije
45.0,,,informacioni,da,41993.0,osnovne studije
49.0,u braku,bela,industrijski,,50014.0,master
34.0,u braku,bela,industrijski,ne,69677.0,master
35.0,u braku,druga,informacioni,ne,59116.0,master
44.0,sami,crna,industrijski,da,36938.0,osnovne studije
53.0,u braku,bela,informacioni,da,92250.0,
57.0,u braku,bela,informacioni,,53024.0,osnovne studije
21.0,u braku,druga,informacioni,da,60580.0,
47.0,u braku,bela,informacioni,da,91426.0,osnovne studije
25.0,u braku,bela,industrijski,da,41041.0,osnovne studije
25.0,u braku,crna,industrijski,ne,56338.0,master
31.0,udovci,,informacioni,da,100241.0,doktorat
46.0,u braku,azijska,informacioni,da,71255.0,osnovne studije
26.0,u braku,,industrijski,da,55088.0,master
25.0,u braku,azijska,industrijski,da,55193.0,osnovne studije
32.0,u braku,bela,industrijski,,57686.0,osnovne studije
46.0,sami,crna,informacioni,,67918.0,
34.0,sami,crna,industrijski,da,71435.0,osnovne studije
42.0,u braku,bela,industrijski,da,60915.0,osnovne studije
29.0,u braku,azijska,industrijski,da,69883.0,osnovne studije
38.0,u braku,bela,informacioni,ne,49142.0,master
39.0,u braku,azijska,informacioni,da,41976.0,master
43.0,u braku,bela,industrijski,ne,45573.0,osnovne studije
47.0,u braku,bela,industrijski,,70553.0,osnovne studije
23.0,u braku,bela,industrijski,ne,67667.0,master
57.0,u braku,bela,informacioni,da,44083.0,
,u braku,crna,informacioni,da,44825.0,osnovne studije
54.0,u braku,bela,industrijski,da,38833.0,osnovne studije
33.0,u braku,crna,,da,50739.0,osnovne studije
32.0,sami,crna,industrijski,da,43132.0,osnovne studije
32.0,u braku,crna,informacioni,da,63558.0,osnovne studije
46.0,udovci,bela,informacioni,da,40062.0,osnovne studije
63.0,sami,bela,,da,,osnovne studije
42.0,u braku,bela,informacioni,ne,80260.0,osnovne studije
,u braku,bela,industrijski,da,86661.0,master
28.0,u braku,crna,industrijski,da,61786.0,
63.0,udovci,,industrijski,da,60570.0,osnovne studije
51.0,sami,bela,informacioni,ne,42758.0,master
44.0,u braku,bela,informacioni,,77441.0,osnovne studije
58.0,u braku,crna,industrijski,da,57245.0,master
35.0,u braku,bela,,da,102208.0,doktorat
46.0,u braku,bela,informacioni,da,39949.0,osnovne studije
,udovci,bela,informacioni,da,61366.0,doktorat
56.0,u braku,bela,informacioni,ne,55662.0,master
35.0,u braku,bela,,da,126304.0,master
33.0,sami,bela,informacioni,da,60922.0,osnovne studije
28.0,u braku,bela,industrijski,da,65938.0,osnovne studije
49.0,u braku,bela,industrijski,ne,53004.0,doktorat
39.0,u braku,bela,informacioni,da,114416.0,osnovne studije
50.0,,bela,industrijski,da,46025.0,master
43.0,u braku,bela,informacioni,da,43186.0,osnovne studije
28.0,u braku,bela,,da,64719.0,osnovne studije
,udovci,bela,informacioni,da,41247.0,master
51.0,u braku,bela,industrijski,ne,65220.0,master
31.0,u braku,bela,informacioni,da,39444.0,osnovne studije
41.0,udovci,crna,industrijski,da,49436.0,osnovne studije
37.0,u braku,druga,industrijski,da,32819.0,osnovne studije
26.0,u braku,bela,industrijski,da,41030.0,osnovne studije
56.0,sami,bela,industrijski,da,56874.0,doktorat
38.0,u braku,crna,informacioni,ne,118257.0,osnovne studije
42.0,u braku,,informacioni,da,30494.0,osnovne studije
38.0,sami,bela,industrijski,da,56441.0,master
34.0,sami,druga,informacioni,,66854.0,osnovne studije
24.0,udovci,bela,industrijski,da,48888.0,osnovne studije
42.0,sami,bela,industrijski,da,44787.0,master
46.0,sami,bela,,,87838.0,
28.0,u braku,bela,industrijski,da,40736.0,master
39.0,sami,bela,industrijski,ne,58194.0,osnovne studije
37.0,sami,bela,industrijski,da,39357.0,master
51.0,udovci,bela,informacioni,da,37598.0,osnovne studije
39.0,,bela,,da,43197.0,master
49.0,sami,druga,informacioni,da,59302.0,osnovne studije
40.0,u braku,bela,informacioni,da,50106.0,osnovne studije
37.0,sami,bela,,da,54920.0,master
39.0,u braku,azijska,informacioni,da,45765.0,osnovne studije
31.0,u braku,azijska,industrijski,da,43166.0,osnovne studije
36.0,udovci,azijska,informacioni,da,77573.0,master
44.0,u braku,bela,industrijski,da,41283.0,master
51.0,sami,bela,industrijski,da,36522.0,osnovne studije
26.0,u braku,bela,informacioni,da,69172.0,master
55.0,u braku,druga,industrijski,da,36156.0,osnovne studije
53.0,sami,bela,industrijski,ne,35682.0,osnovne studije
20.0,,druga,informacioni,da,70637.0,doktorat
15.0,,crna,industrijski,da,51288.0,master
43.0,sami,crna,industrijski,da,48221.0,doktorat
26.0,u braku,crna,informacioni,da,34369.0,osnovne studije
41.0,u braku,azijska,informacioni,ne,44165.0,osnovne studije
36.0,sami,azijska,informacioni,da,23408.0,master
40.0,,crna,industrijski,da,51189.0,doktorat
42.0,u braku,bela,informacioni,da,51670.0,
22.0,u braku,druga,,da,64093.0,osnovne studije
35.0,,bela,industrijski,da,50181.0,osnovne studije
24.0,u braku,crna,informacioni,ne,52058.0,osnovne studije
45.0,udovci,,industrijski,da,155450.0,master
44.0,u braku,,industrijski,da,48470.0,osnovne studije
37.0,u braku,bela,industrijski,da,24104.0,osnovne studije
54.0,udovci,crna,informacioni,ne,27595.0,master
20.0,u braku,druga,informacioni,da,34269.0,srednja skola
37.0,udovci,druga,informacioni,ne,32620.0,osnovne studije
43.0,udovci,crna,informacioni,ne,64590.0,osnovne studije
38.0,u braku,bela,informacioni,da,44176.0,master
43.0,u braku,bela,informacioni,ne,80361.0,osnovne studije
,sami,bela,industrijski,ne,40464.0,master
35.0,,crna,industrijski,da,,master
40.0,udovci,azijska,industrijski,da,61080.0,osnovne studije
37.0,u braku,azijska,industrijski,,36228.0,master
48.0,sami,bela,industrijski,da,121657.0,
33.0,,crna,informacioni,,42579.0,osnovne studije
51.0,udovci,bela,informacioni,ne,71821.0,master
53.0,u braku,bela,industrijski,ne,34443.0,osnovne studije
18.0,u braku,azijska,informacioni,,81059.0,osnovne studije
27.0,sami,bela,informacioni,ne,78469.0,
31.0,u braku,bela,industrijski,da,32503.0,
,u braku,crna,informacioni,ne,67745.0,master
22.0,u braku,bela,informacioni,da,44911.0,osnovne studije
50.0,u braku,bela,informacioni,,70754.0,master
44.0,u braku,bela,,da,53379.0,master
55.0,udovci,crna,informacioni,ne,62945.0,osnovne studije
50.0,u braku,bela,informacioni,,65501.0,master
46.0,u braku,crna,industrijski,da,,osnovne studije
34.0,,crna,informacioni,da,52242.0,master
26.0,u braku,bela,industrijski,da,40445.0,
30.0,sami,bela,informacioni,da,43413.0,master
43.0,u braku,bela,informacioni,da,35053.0,master
34.0,u braku,bela,industrijski,da,64295.0,doktorat
26.0,sami,bela,industrijski,,58063.0,osnovne studije
54.0,u braku,bela,,da,55091.0,osnovne studije
36.0,u braku,bela,informacioni,da,107383.0,osnovne studije
39.0,udovci,crna,industrijski,ne,65532.0,osnovne studije
29.0,sami,bela,informacioni,ne,51023.0,master
44.0,sami,bela,industrijski,,35381.0,osnovne studije
35.0,u braku,bela,industrijski,da,48756.0,osnovne studije
43.0,u braku,bela,industrijski,ne,42955.0,master
51.0,u braku,bela,industrijski,da,44428.0,
37.0,u braku,crna,industrijski,ne,43687.0,master
30.0,u braku,crna,informacioni,ne,47922.0,master
34.0,udovci,azijska,industrijski,da,68836.0,master
45.0,sami,bela,informacioni,ne,91177.0,osnovne studije
23.0,udovci,crna,industrijski,ne,75782.0,osnovne studije
37.0,sami,bela,informacioni,da,69476.0,
25.0,u braku,bela,informacioni,da,95565.0,osnovne studije
37.0,u braku,bela,industrijski,da,32667.0,doktorat
39.0,sami,bela,industrijski,da,50406.0,master
,sami,bela,industrijski,da,68199.0,master
38.0,u braku,bela,informacioni,da,43490.0,osnovne studije
28.0,u braku,,informacioni,da,43749.0,osnovne studije
35.0,u braku,bela,informacioni,da,77157.0,osnovne studije
51.0,u braku,,industrijski,da,28250.0,master
48.0,sami,crna,industrijski,,43672.0,master
41.0,u braku,crna,informacioni,da,55876.0,osnovne studije
60.0,udovci,crna,,da,42173.0,osnovne studije
39.0,u braku,bela,industrijski,da,55441.0,osnovne studije
,u braku,,informacioni,da,73379.0,master
54.0,u braku,bela,industrijski,da,44030.0,osnovne studije
38.0,u braku,bela,informacioni,da,85824.0,osnovne studije
,u braku,bela,industrijski,da,33009.0,doktorat
35.0,sami,bela,industrijski,da,43983.0,master
49.0,sami,bela,informacioni,da,86534.0,
47.0,u braku,crna,informacioni,da,50622.0,doktorat
45.0,u braku,,industrijski,da,35702.0,osnovne studije
36.0,u braku,druga,informacioni,da,60713.0,osnovne studije
46.0,u braku,bela,industrijski,da,47619.0,osnovne studije
34.0,sami,druga,informacioni,da,41430.0,osnovne studije
42.0,sami,azijska,informacioni,da,41456.0,osnovne studije
40.0,u braku,,industrijski,ne,108535.0,osnovne studije
51.0,u braku,crna,informacioni,da,,osnovne studije
50.0,udovci,druga,informacioni,ne,46553.0,osnovne studije
41.0,sami,bela,,da,53595.0,osnovne studije
33.0,u braku,bela,industrijski,da,32106.0,osnovne studije
44.0,sami,bela,industrijski,ne,50137.0,osnovne studije
45.0,u braku,bela,industrijski,da,51362.0,master
51.0,sami,crna,industrijski,ne,72395.0,master
26.0,u braku,druga,informacioni,ne,78679.0,osnovne studije
44.0,u braku,crna,industrijski,da,52449.0,osnovne studije
32.0,u braku,crna,informacioni,da,,master
35.0,udovci,,industrijski,ne,108786.0,osnovne studije
12.0,udovci,bela,industrijski,da,48125.0,
35.0,sami,bela,informacioni,da,40751.0,osnovne studije
55.0,u braku,bela,industrijski,da,72734.0,
32.0,u braku,bela,industrijski,ne,50404.0,osnovne studije
53.0,sami,bela,industrijski,da,43846.0,osnovne studije
49.0,u braku,azijska,informacioni,da,64398.0,osnovne studije
